timestamp_ns,receive_timestamp_ns,episode_id,frame_id,episode_frame_index,control_dt_s,trajectory_time_s,latency_ms,match_method,frame_valid,frame_invalid_reason,x,y,z,qx,qy,qz,qw,state_vx_world,state_vy_world,state_vz_world,state_vx_flu,state_vy_flu,state_vz_flu,yaw,yaw_rate,depth_file,raw_depth_finite_ratio,gravity_flu_x,gravity_flu_y,gravity_flu_z,velocity_flu_x,velocity_flu_y,velocity_flu_z,yaw_rate_flu,goal_direction_flu_x,goal_direction_flu_y,goal_direction_flu_z,goal_distance_clipped_m,goal_distance_norm,target_velocity_flu_x,target_velocity_flu_y,target_velocity_flu_z,target_yaw_rate,velocity_command_flu_x,velocity_command_flu_y,velocity_command_flu_z,yaw_rate_command,hierarchical_mode,planner_status,planner_failure_reason,fsm_state,effective_target_source,target_correction_active,effective_direction_token,directive_terminal_stop,directive_update_event,mission_revision,reentry_guard_ticks,obstacle_first_observed_event,selected_output_speed_mps,local_target_distance_m,min_observed_clearance_m,obstacle_risk_cost,avoidance_active,local_corridor_blocked,risk_corridor_near_obstacle,corridor_block_reason,corridor_block_source,first_blocking_distance_m,first_block_x,first_block_y,first_block_age_ticks,emergency_brake,immediate_avoidance,local_limit_cycle_detected,target_bearing_error_deg,consecutive_failures_30hz,unknown_recovery_ticks,plan_valid,plan_terminal,plan_end_speed_mps,plan_executed_speed_mps,plan_points_xy,navigation_goal_world_x,navigation_goal_world_y,navigation_goal_world_z,effective_target_world_x,effective_target_world_y,effective_target_world_z,original_navigation_goal_world_x,original_navigation_goal_world_y,original_navigation_goal_world_z,truth_minimum_clearance_m,truth_brake_risk,observed_brake_risk,truth_brake_would_trigger,scene_id,task_id,episode_valid,failure_taxonomy,failure_reason,macro_update_mask,macro_label_valid,macro_correction_type,macro_direction_token,macro_direction_flu_x,macro_direction_flu_y,macro_direction_flu_z,macro_distance_norm,macro_param_valid,navigation_goal_direction_flu_x,navigation_goal_direction_flu_y,navigation_goal_direction_flu_z,navigation_goal_distance_clipped_m,navigation_goal_distance_norm,correction_enter_event,correction_exit_event,correction_update_event,observability_reason,observability_goal_inside_fov,observability_direct_corridor_blocked,observability_left_bypass_visible,observability_right_bypass_visible,observability_local_avoidance_observable
1787562367777793280,1787562367794474240,joint_v2_000004_81a34ddb,1136,0,0.03333333333333333,0.0,16.68095588684082,frame_id_exact,1,,-5.25,26.149999618530273,2.0,0.0,0.0,-0.5380607068933886,0.8429060894888512,0.0,0.0,0.0,0.0,-0.0,0.0,-1.1362693855743078,0.0,depth/001136.png,1.0,0.0,0.0,-1.0,0.0,-0.0,0.0,0.0,0.9149959253319836,-0.40346307963166456,0.0,4.5,0.9,0.0666666666,0.0,0.0,-0.2666666664,0.0666666666,0.0,0.0,-0.2666666664,direct,SAFE_PROGRESSING,NONE,DIRECT_LOCAL,PASS_THROUGH,0,9,0,0,0,0,0,0.0666666666,10.401922906491283,inf,0.0,0,0,0,CLEAR,none,nan,0.0,0.0,0,0,0,0,23.79485160064282,0,0,1,0,2.0,2.0,"-5.250,26.150;-5.210,26.151;-5.090,26.153;-4.890,26.157;-4.610,26.162;-4.250,26.169;-3.830,26.177;-3.410,26.185;-2.990,26.193;-2.570,26.202;-2.251,26.208",5.15,26.35,2.0,5.15,26.35,2.0,5.15,26.35,2.0,8.976211777193077,0.0,0.0,0,0,5,1,,,1,1,PASS_THROUGH,-1,0.9149959253319836,-0.40346307963166456,0.0,0.9,0,0.9149959253319836,-0.40346307963166456,0.0,4.5,0.9,0,0,0,BYPASS_VISIBLE,1,0,1,1,1
1787562367824311808,1787562367840824832,joint_v2_000004_81a34ddb,1137,1,0.03333333333333333,0.03333333333333333,16.51310920715332,frame_id_exact,1,,-5.25,26.149999618530273,2.000570297241211,-0.00026771309260970445,0.00018038478093666702,-0.5381027950705357,0.8428791596239096,4.6938861487433314e-05,2.0333116481197067e-05,0.027825258672237396,3.3177507726151335e-05,-8.673371175722906e-07,0.02782528589915966,-1.1363693232995447,-0.008826897479593754,depth/001137.png,1.0,1.597081830916351e-05,0.0006454306826587848,-0.9999997915820618,3.3177507726151335e-05,-8.673371175722906e-07,0.02782528589915966,-0.008826897479593754,0.9150362405697727,-0.4033716343993861,-5.482613604047343e-05,4.5,0.9,0.1333333332,0.0,-0.0005702972412109375,-0.5333333328,0.1333333332,0.0,-0.0005702972412109375,-0.5333333328,direct,SAFE_PROGRESSING,NONE,DIRECT_LOCAL,PASS_THROUGH,0,9,0,0,0,0,0,0.1333333332,10.401922906491283,inf,0.0,0,0,0,CLEAR,none,nan,0.0,0.0,0,0,0,0,0.0,0,0,1,0,2.0,2.0,"-5.250,26.150;-5.210,26.151;-5.090,26.153;-4.890,26.157;-4.610,26.162;-4.250,26.169;-3.830,26.177;-3.410,26.185;-2.990,26.193;-2.570,26.202;-2.251,26.208",5.15,26.35,2.0,5.15,26.35,2.0,5.15,26.35,2.0,8.976204947709645,0.0,0.0,0,0,5,1,,,0,1,PASS_THROUGH,-1,0.9149959253319836,-0.40346307963166456,0.0,0.9,0,0.9150362405697727,-0.4033716343993861,-5.482613604047343e-05,4.5,0.9,0,0,0,BYPASS_VISIBLE,1,0,1,1,1
1787562367866029056,1787562367882678784,joint_v2_000004_81a34ddb,1138,2,0.03333333333333333,0.06666666666666667,16.649723052978516,frame_id_exact,1,,-5.249990463256836,26.149999618530273,2.001492738723755,-0.0029703556073202627,0.0020385174586718662,-0.5384246017493544,0.8426659893843977,0.0008495270740240812,0.0003627583500929177,0.025617333129048347,0.0007388192053813226,-2.1712211335149892e-05,0.025623323774958212,-1.1371420796909986,-0.04209870100021362,depth/001138.png,1.0,0.00023695359252744446,0.007201211195021057,-0.9999740428682735,0.0007388192053813226,-2.1712211335149892e-05,0.025623323774958212,-0.04209870100021362,0.9153476743878791,-0.40266439425243616,-0.0001435061661321341,4.5,0.9,0.1999999998,0.0,-0.0014927387237548828,-0.7999999992,0.1999999998,0.0,-0.0014927387237548828,-0.7999999992,direct,SAFE_PROGRESSING,NONE,DIRECT_LOCAL,PASS_THROUGH,0,9,0,0,0,0,0,0.1999999998,10.401913371511089,inf,0.0,0,0,0,CLEAR,none,nan,0.0,0.0,0,0,0,0,23.7448489009382,0,0,1,0,2.0,2.0,"-5.250,26.150;-5.210,26.151;-5.090,26.153;-4.890,26.157;-4.609,26.162;-4.249,26.169;-3.829,26.177;-3.409,26.185;-2.989,26.193;-2.570,26.202;-2.251,26.208",5.15,26.35,2.0,5.15,26.35,2.0,5.15,26.35,2.0,8.976169697745485,0.0,0.0,0,0,5,1,,,0,1,PASS_THROUGH,-1,0.9149959253319836,-0.40346307963166456,0.0,0.9,0,0.9153476743878791,-0.40266439425243616,-0.0001435061661321341,4.5,0.9,0,0,0,BYPASS_VISIBLE,1,0,1,1,1
1787562367909677056,1787562367926230528,joint_v2_000004_81a34ddb,1139,3,0.03333333333333333,0.1,16.553401947021484,frame_id_exact,1,,-5.2499003410339355,26.150041580200195,2.0022683143615723,-0.012370756075870994,0.008322347093542307,-0.5393684610937609,0.8419378635685142,0.0056361048482358456,0.0024110309313982725,0.02132316306233406,0.005489572506917033,-0.00015150050828309104,0.021496457203051975,-1.1395262777604807,-0.1055283322930336,depth/001139.png,1.0,0.0006690069292076255,0.029808438971556175,-0.9995554058659318,0.005489572506917033,-0.00015150050828309104,0.021496457203051975,-0.1055283322930336,0.9163035426368807,-0.40048441941858787,-0.00021806893133696827,4.5,0.9,0.2666666664,0.0,-0.0022683143615722656,-1.0302716024505116,0.2666666664,0.0,-0.0022683143615722656,-1.0302716024505116,direct,SAFE_PROGRESSING,NONE,DIRECT_LOCAL,PASS_THROUGH,0,9,0,0,0,0,0,0.2666666664,10.40182245921774,inf,0.0,0,0,0,CLEAR,none,nan,0.0,0.0,0,0,0,0,0.0,0,0,1,0,2.0,2.0,"-5.250,26.150;-5.210,26.151;-5.090,26.153;-4.890,26.157;-4.609,26.162;-4.249,26.169;-3.829,26.177;-3.409,26.185;-2.989,26.193;-2.570,26.202;-2.251,26.208",5.15,26.35,2.0,5.15,26.35,2.0,5.15,26.35,2.0,8.976009858256617,0.0,0.0,0,0,5,1,,,0,1,PASS_THROUGH,-1,0.9149959253319836,-0.40346307963166456,0.0,0.9,0,0.9163035426368807,-0.40048441941858787,-0.00021806893133696827,4.5,0.9,0,0,0,BYPASS_VISIBLE,1,0,1,1,1
1787562367951822080,1787562367967305728,joint_v2_000004_81a34ddb,1140,4,0.03333333333333333,0.13333333333333333,15.483617782592773,frame_id_exact,1,,-5.249509811401367,26.15021324157715,2.0029633045196533,-0.029733364158249634,0.019248224431036316,-0.5411836185608296,0.8401581541076012,0.019799459725618362,0.008677084930241108,0.02058573067188263,0.02010385634175113,-0.00028323766498533816,0.022064393311932617,-1.1445020206776728,-0.19902488589286804,depth/001140.png,1.0,0.00016068620135977624,0.07079510419012663,-0.9974908658241708,0.02010385634175113,-0.00028323766498533816,0.022064393311932617,-0.19902488589286804,0.9182786363189198,-0.39593467253536474,-0.00028489397793057244,4.5,0.9,0.33333333299999995,0.0,-0.0029633045196533203,-1.0185167448234616,0.33333333299999995,0.0,-0.0029633045196533203,-1.0185167448234616,direct,SAFE_PROGRESSING,NONE,DIRECT_LOCAL,PASS_THROUGH,0,9,0,0,0,0,0,0.33333333299999995,10.401428703128932,inf,0.0,0,0,0,CLEAR,none,nan,0.0,0.0,0,0,0,0,0.0,0,0,1,0,2.0,2.0,"-5.250,26.150;-5.210,26.151;-5.090,26.153;-4.890,26.157;-4.609,26.162;-4.249,26.169;-3.829,26.177;-3.409,26.185;-2.989,26.193;-2.570,26.202;-2.251,26.208",5.15,26.35,2.0,5.15,26.35,2.0,5.15,26.35,2.0,8.975569943899012,0.0,0.0,0,0,5,1,,,0,1,PASS_THROUGH,-1,0.9149959253319836,-0.40346307963166456,0.0,0.9,0,0.9182786363189198,-0.39593467253536474,-0.00028489397793057244,4.5,0.9,0,0,0,BYPASS_VISIBLE,1,0,1,1,1
1787562367995212544,1787562368013335552,joint_v2_000004_81a34ddb,1141,5,0.03333333333333333,0.16666666666666666,18.12291145324707,frame_id_exact,1,,-5.248425006866455,26.15069580078125,2.0035996437072754,-0.053395542300133644,0.03328338854576128,-0.5439796840239748,0.8367360608211906,0.0478699654340744,0.021596655249595642,0.01654321886599064,0.05002227514294593,0.0002642259917813453,0.023007159173312003,-1.1527696928878537,-0.31152939796447754,depth/001141.png,1.0,-0.0023933576123081057,0.12556692582799095,-0.9920822642187731,0.05002227514294593,0.0002642259917813453,0.023007159173312003,-0.31152939796447754,0.9215034178510424,-0.38837009552462515,-0.00034610842314195174,4.5,0.9,0.39999999959999993,0.0,-0.0035996437072753906,-0.888144216352485,0.39999999959999993,0.0,-0.0035996437072753906,-0.888144216352485,direct,SAFE_PROGRESSING,NONE,DIRECT_LOCAL,PASS_THROUGH,0,9,0,0,0,0,0,0.39999999959999993,10.40033484015067,inf,0.0,0,0,0,CLEAR,none,nan,0.0,0.0,0,0,0,0,22.853121383497932,0,0,1,0,2.0,2.0,"-5.248,26.151;-5.199,26.162;-5.069,26.174;-4.859,26.183;-4.569,26.190;-4.198,26.194;-3.778,26.197;-3.358,26.199;-2.938,26.201;-2.518,26.204;-2.249,26.208",5.15,26.35,2.0,5.15,26.35,2.0,5.15,26.35,2.0,8.974659103925948,0.0,0.0,0,0,5,1,,,0,1,PASS_THROUGH,-1,0.9149959253319836,-0.40346307963166456,0.0,0.9,0,0.9215034178510424,-0.38837009552462515,-0.00034610842314195174,4.5,0.9,0,0,0,BYPASS_VISIBLE,1,0,1,1,1
1787562368044321536,1787562368061071616,joint_v2_000004_81a34ddb,1142,6,0.03333333333333333,0.2,16.750097274780273,frame_id_exact,1,,-5.246135234832764,26.1517391204834,2.003994941711426,-0.07977243897547924,0.048746501272232165,-0.5477550040529471,0.8313991773682337,0.09237542748451233,0.04250410944223404,0.006060806103050709,0.09874773836034556,0.0025005723947135365,0.02488340007832765,-1.1645277440494723,-0.4197245240211487,depth/001142.png,1.0,-0.006335903154027447,0.18604776028561915,-0.9825202731872394,0.09874773836034556,0.0025005723947135365,0.02488340007832765,-0.4197245240211487,0.9259697934235402,-0.3775973967813444,-0.0003842019237185884,4.5,0.9,0.4666666661999999,0.0,-0.003994941711425781,-0.862510218557003,0.4666666661999999,0.0,-0.003994941711425781,-0.862510218557003,direct,SAFE_PROGRESSING,NONE,DIRECT_LOCAL,PASS_THROUGH,0,9,0,0,0,0,0,0.4666666661999999,10.39802554321146,inf,0.0,0,0,0,CLEAR,none,nan,0.0,0.0,0,0,0,0,0.0,0,0,1,0,2.0,2.0,"-5.248,26.151;-5.199,26.162;-5.069,26.174;-4.859,26.183;-4.569,26.190;-4.198,26.194;-3.778,26.197;-3.358,26.199;-2.938,26.201;-2.518,26.204;-2.249,26.208",5.15,26.35,2.0,5.15,26.35,2.0,5.15,26.35,2.0,8.973066635837588,0.0,0.0,0,0,5,1,,,1,1,PASS_THROUGH,-1,0.9259698617652661,-0.3775974246501345,0.0,0.9,0,0.9259697934235402,-0.3775973967813444,-0.0003842019237185884,4.5,0.9,0,0,0,BYPASS_VISIBLE,1,0,1,1,1
1787562368091346944,1787562368109094656,joint_v2_000004_81a34ddb,1143,7,0.03333333333333333,0.23333333333333334,17.74764060974121,frame_id_exact,1,,-5.242082118988037,26.15361213684082,2.0039243698120117,-0.10415909101487338,0.06345423430638648,-0.5525574893823857,0.8245026772758112,0.15340083837509155,0.0710284635424614,-0.011664425022900105,0.16668243580674189,0.0072871685141410614,0.02961049521835915,-1.1795634020932648,-0.5111645460128784,depth/001143.png,1.0,-0.010471399514855123,0.2418831236067931,-0.970248887815091,0.16668243580674189,0.0072871685141410614,0.02961049521835915,-0.5111645460128784,0.9314795158041312,-0.36379358032165027,-0.0003775633144046782,4.5,0.9,0.5333333328,0.0,-0.003924369812011719,-0.8317622804421172,0.5333333328,0.0,-0.003924369812011719,-0.8317622804421172,direct,SAFE_PROGRESSING,NONE,DIRECT_LOCAL,PASS_THROUGH,0,9,0,0,0,0,0,0.5333333328,10.393937606152306,inf,0.0,0,0,0,CLEAR,none,nan,0.0,0.0,0,0,0,0,0.0,0,0,1,0,2.0,2.0,"-5.248,26.151;-5.199,26.162;-5.069,26.174;-4.859,26.183;-4.569,26.190;-4.198,26.194;-3.778,26.197;-3.358,26.199;-2.938,26.201;-2.518,26.204;-2.249,26.208",5.15,26.35,2.0,5.15,26.35,2.0,5.15,26.35,2.0,8.97058657051722,0.0,0.0,0,0,5,1,,,0,1,PASS_THROUGH,-1,0.9259697934235402,-0.3775973967813444,-0.0003842019237185884,0.9,0,0.9314795158041312,-0.36379358032165027,-0.0003775633144046782,4.5,0.9,0,0,0,BYPASS_VISIBLE,1,0,1,1,1
1787562368136167936,1787562368151761408,joint_v2_000004_81a34ddb,1144,8,0.03333333333333333,0.26666666666666666,15.593290328979492,frame_id_exact,1,,-5.235755920410156,26.156538009643555,2.003127336502075,-0.12190782750175846,0.07502538886415556,-0.5586841154701497,0.8169343497129498,0.22803698480129242,0.10500139743089676,-0.03746164217591286,0.2509193894646936,0.015162091477236458,0.035200930483773325,-1.1976786308726795,-0.583357572555542,depth/001144.png,1.0,-0.013634299026014832,0.28301236960088455,-0.9590193452391675,0.2509193894646936,0.015162091477236458,0.035200930483773325,-0.583357572555542,0.9378228239216708,-0.3471141891238124,-0.00030106560856920565,4.5,0.9,0.5999999993999999,0.0,-0.0031273365020751953,-0.7751314892922532,0.5999999993999999,0.0,-0.0031273365020751953,-0.7751314892922532,direct,SAFE_PROGRESSING,NONE,DIRECT_LOCAL,PASS_THROUGH,0,9,0,0,0,0,0,0.5999999993999999,10.38755763305539,inf,0.0,0,0,0,CLEAR,none,nan,0.0,0.0,0,0,0,0,20.31090823167207,0,0,1,0,2.0,2.0,"-5.236,26.157;-5.147,26.173;-4.977,26.184;-4.727,26.192;-4.397,26.198;-3.992,26.201;-3.572,26.203;-3.152,26.204;-2.732,26.207;-2.312,26.211;-2.236,26.212",5.15,26.35,2.0,5.15,26.35,2.0,5.15,26.35,2.0,8.96704366366543,0.0,0.0,0,0,5,1,,,0,1,PASS_THROUGH,-1,0.9259697934235402,-0.3775973967813444,-0.0003842019237185884,0.9,0,0.9378228239216708,-0.3471141891238124,-0.00030106560856920565,4.5,0.9,0,0,0,BYPASS_VISIBLE,1,0,1,1,1
1787562368180280576,1787562368195869184,joint_v2_000004_81a34ddb,1145,9,0.03333333333333333,0.3,15.588521957397461,frame_id_exact,1,,-5.226784706115723,26.1606388092041,2.001351833343506,-0.12961905372377733,0.08158497380466853,-0.5664865721616481,0.8097133792408212,0.3112144470214844,0.1411685049533844,-0.0698365867137909,0.345856381118563,0.026190655769934505,0.03684482133769956,-1.2186522000718314,-0.6346271634101868,depth/001145.png,1.0,-0.014734017192334192,0.30234214831036366,-0.9530855859220881,0.345856381118563,0.026190655769934505,0.03684482133769956,-0.6346271634101868,0.9447721595250246,-0.32772785908517654,-0.0001302530928408956,4.5,0.9,0.6666666659999999,0.0,-0.0013518333435058594,-0.7376486041302652,0.6666666659999999,0.0,-0.0013518333435058594,-0.7376486041302652,direct,SAFE_PROGRESSING,NONE,DIRECT_LOCAL,PASS_THROUGH,0,9,0,0,0,0,0,0.6666666659999999,10.378512345112705,inf,0.0,0,0,0,CLEAR,none,nan,0.0,0.0,0,0,0,0,0.0,0,0,1,0,2.0,2.0,"-5.236,26.157;-5.147,26.173;-4.977,26.184;-4.727,26.192;-4.397,26.198;-3.992,26.201;-3.572,26.203;-3.152,26.204;-2.732,26.207;-2.312,26.211;-2.236,26.212",5.15,26.35,2.0,5.15,26.35,2.0,5.15,26.35,2.0,8.962324708466053,0.0,0.0,0,0,5,1,,,0,1,PASS_THROUGH,-1,0.9259697934235402,-0.3775973967813444,-0.0003842019237185884,0.9,0,0.9447721595250246,-0.32772785908517654,-0.0001302530928408956,4.5,0.9,0,0,0,BYPASS_VISIBLE,1,0,1,1,1
